"d","DH","oracle"
14,1.01452701061054,0.966455268884877
15,1.01978680582255,0.987118246012734
16,1.02784931106363,0.982245334708277
17,1.06162063862495,1.01466025632138
18,1.0308519006844,1.03246890898882
19,1.02832199017374,1.02341797008762
20,1.03110338940038,1.01704426555844
21,1.03557803040131,1.02120678740556
22,1.06132771123728,1.03918950174862
23,1.08267026144845,1.0839170498473
24,1.12546735215143,1.09581615076298
25,1.14474576054608,1.11594110371823
26,1.15028686250262,1.12971329075127
27,1.17092335021494,1.14686463686015
28,1.18448383018236,1.17005291020525
29,1.18658382036802,1.19305553630448
30,1.24322770064353,1.20366581657494
1,0.608451036269558,0.879133031363544
2,0.807866059438753,0.836032546911815
3,0.821940639278383,0.771610636845232
4,0.835435180601717,0.722377887727371
5,0.814748303910684,0.879820936594692
6,0.899354234038186,0.88347449518747
7,0.929260451236697,0.914535405198611
8,0.94108337104303,0.933662722308329
9,0.941639512676591,0.952806189660918
10,0.943658717604819,0.971518459177006
11,0.977938010105846,0.985757911309862
12,1.00269012752082,1.02689325888426
13,1.00808606692714,1.00873151007512
14,1.01510063371631,0.99074842779861
15,0.998046323191566,0.992371225540275
16,1.01436102467186,0.988500356184761
17,1.01050358718734,0.987232174542399
18,1.00760344105251,0.991743234340541
19,1.02183214876754,1.02632557994363
20,1.05559082343857,1.05507278784576
21,1.11068805819268,1.0767004678342
22,1.1316162336655,1.07935633600701
23,1.1283721931576,1.11411681452784
24,1.14226546989639,1.12003840733622
25,1.15644747950289,1.16509461352772
26,1.1679636048439,1.19606771328811
27,1.19537479040117,1.20451769514176
28,1.20938484326829,1.21351631079787
29,1.21771478546905,1.23317944640941
30,1.24545094051549,1.25823305776356
1,1.35447960151745,1.11464419144121
2,0.988081965516777,1.03514371570878
3,1.07240959929323,1.00123182027992
4,1.06102367796254,1.04375920236831
5,0.989783138482796,1.02160182517667
6,0.994878943812293,0.977300863734904
7,0.988630380035452,0.970438659167403
8,0.978112705109003,1.01634981083771
9,1.00327199106304,1.02570719285452
10,0.971749485676469,0.99636149429949
11,0.974299418750142,1.02044927415923
12,1.01734605861642,1.01026498300962
13,0.989708054962767,1.00112391361408
14,0.974770909772538,1.00803528599747
15,0.996310113520361,1.00157279200823
16,1.00972163248903,1.03195352323472
17,1.03013427276561,1.04664306417329
18,1.04591150270878,1.0643309121892
19,1.06910506333662,1.06453630430888
20,1.07760988493929,1.07473424120319
21,1.10445291825617,1.0971133066624
22,1.09813985551377,1.09085973762254
23,1.1286038424564,1.09016146036271
24,1.15064893146478,1.09702162399248
25,1.15697780039445,1.13176160939747
26,1.16721275659507,1.12950614967403
27,1.17308733365819,1.13695812078004
28,1.20621300497192,1.16335018496099
29,1.22937745104501,1.20420912243238
30,1.23324602242777,1.23250687945258
