"k_H","DH1","DH2","Hill"
208,1.10587347900395,1.06602759891848,1.03580229545081
216,1.12176249261849,1.03088885323249,1.03335901884166
224,1.08720662059527,1.04346885638709,1.03669326398036
232,1.18997279435253,1.11692458443149,1.06577913022176
240,1.17797919025663,1.12052655781818,1.06942523218733
248,1.09223749906439,1.07553080666437,1.09202900803236
256,1.1356129305436,1.08297233264871,1.10511683656954
264,1.17626726953902,1.10937230241794,1.09679882709124
272,1.1517683677329,1.13501711878427,1.08791695156527
280,1.1910863677405,1.13961087388103,1.0864817825952
288,1.21442381523803,1.09309879568964,1.087843346636
296,1.16495071001473,1.12571149883644,1.11175137999918
304,1.182813849807,1.15764905361793,1.10412849058038
312,1.16722542463675,1.13547285749032,1.12617022272638
320,1.14215554046367,1.17208365918694,1.13997083041438
328,1.19944223282834,1.1482363281459,1.1251270285154
336,1.25938134512237,1.18992238582342,1.13389932086474
344,1.20871203703992,1.15017210933775,1.16806968405571
352,1.29591378465297,1.18339522009547,1.18307228461864
360,1.19753040396527,1.19239867588348,1.18305164717458
368,1.2178309944733,1.18373950297721,1.19581853420055
376,1.22541855701133,1.1743208148453,1.21337224187225
384,1.21454934675627,1.21791396488019,1.20805961358609
392,1.23834725841678,1.18455286705304,1.20657371148418
400,1.21149251184544,1.20435428680364,1.21803402871239
40,1.14806288131657,1.17902062068997,1.14823637984962
48,1.27772938659604,1.29187733363146,1.10827510031059
56,1.0915273678786,1.12409158366022,1.1149684984183
64,1.21469500196328,1.20997954745918,1.16944153657285
72,1.0933409085949,1.12782894648983,1.19959153901396
80,1.03428899595304,1.17910662491259,1.12808081428536
88,1.15583466005953,1.13395126449531,1.08340443589832
96,1.06993164510242,1.11690509806381,1.06801379601211
104,1.04457878477861,1.05736870739779,1.05060160971501
112,1.06384313084412,1.09133492312422,1.05653797324265
120,1.0645624865978,1.01930285770793,1.05703983343515
128,1.0654794197144,1.03594162585738,1.02932117691189
136,1.05547761233055,1.05582272255793,1.05984097271065
144,1.00312580086099,0.986183485692599,1.06285612405028
152,1.08886642697382,1.00673046629282,1.0481457395351
160,1.07963112358082,1.01480920682312,1.03863451331798
168,1.05693422022808,1.01210684504773,1.0370205671271
176,1.11690127770712,1.03869290842238,1.03867677805171
184,1.14818992920431,1.01802581308485,1.03160151927042
192,1.1012613092471,1.0226046518569,1.05292333899424
200,1.05205309315833,1.00090723697249,1.05374613063933
208,1.04690797413301,1.01960187744738,1.03482982169158
216,1.067865698071,1.03385676549947,1.04683570002673
224,1.05296693650464,1.01594305343373,1.04079142030693
232,1.09412622575153,1.05265350138673,1.03703288322412
240,1.07629167800872,1.03077889739605,1.02470248593558
248,1.10628623434846,1.0507974469938,1.03842016245431
256,1.13366640849392,1.02771953195005,1.03611565280282
264,1.1528907350058,1.05304482709159,1.04076452659306
272,1.04417510381315,1.04700043940569,1.0295074304878
280,1.13513026183572,1.06205365286799,1.02174439649041
288,1.12646957839298,1.06542378807367,1.01506826130189
296,1.16192487560211,1.08095513777075,1.06415847445906
304,1.10369536287414,1.00905656968949,1.07451741510217
312,1.17316487074837,1.09391449455005,1.07329155382201
320,1.1570254735089,1.08018106541229,1.06683649443841
328,1.12275769415302,1.09617645557967,1.0608773331572
336,1.1778277883946,1.05598955196349,1.05905068174781
344,1.18674148083444,1.10630471181468,1.05776200070554
352,1.16632178727031,1.14254234232736,1.05182375783533
360,1.28425503189903,1.10472085339656,1.04345844040203
368,1.25853417896971,1.1303124655316,1.0422602027784
376,1.21587656991099,1.1104652917168,1.05580629800954
384,1.24444585670227,1.15909404679446,1.07030207297947
392,1.1698735177654,1.14699801522023,1.07102530849044
400,1.18671968115702,1.15916069143999,1.08899095732927
40,1.12205858457186,1.23077299705749,1.33872012847985
48,1.10795234362997,1.17481679408257,1.31326403777813
56,1.15298362117994,1.0947311002086,1.25024818935614
64,1.04750487704163,1.16484303503052,1.24851148600263
72,0.960016894020116,1.12923235726506,1.18124810114844
80,1.09935928120566,1.09406312392686,1.18873937091203
88,1.07708629815887,1.03546977472442,1.13628128379225
96,1.04240305665889,1.07102788443089,1.10432577824715
104,1.03505027645407,1.05686076049139,1.09878710693792
112,1.04139668095487,1.00444080108693,1.07213690771522
120,0.988444441384865,1.09368156925914,1.11017550026778
128,1.12087224961488,1.06171879060815,1.0923296921897
136,1.06080264103562,1.00646519766245,1.12962923063128
144,1.02729303510795,1.03628752930319,1.1168837889102
152,1.01249688111282,1.03745151282465,1.08986173523433
160,1.04369841014943,1.07495968586793,1.07754006238099
168,1.06928184553322,1.05867879132854,1.04809400352918
176,1.03378848572073,1.03490083170894,1.02763348780205
184,1.07044153335124,1.06264287529908,1.01609027993127
192,1.07831785459591,1.03662409397746,1.03199584675987
200,1.0350392575922,1.04705829245762,1.02168083851736
208,1.09041653084922,1.0274159694692,1.02515911676435
216,1.00156189486636,1.00257770206129,1.03662883385786
224,1.02979867651673,1.04759236594361,1.02241408553805
232,1.05166603212995,1.00055262758241,1.02995907084176
240,1.11502559513094,1.04015905459726,1.02999113056429
248,1.02698920459325,1.0005510199154,1.02729488880086
256,1.07757308718153,1.0561708358858,1.03200911782003
264,1.02609655823368,0.968829291690659,1.02037060380327
272,1.0700640308421,1.00798730425431,1.03128628545132
