"k_H","DH1","DH2","Hill"
352,1.13595507119156,1.01641975066299,1.00539092546277
360,1.18052895550205,1.02844368987343,1.01914240344109
368,1.10348106404933,1.03441803310066,1.02686989711859
376,1.11098836296171,1.05746192122717,1.03001060178834
384,1.11970404575564,1.04418628840352,1.03372842082386
392,1.10676562080533,1.03091025070612,1.03880079588667
400,1.10372978066787,1.01241863344785,1.03288297388624
40,1.23074630071676,1.1228138044406,1.15215446558113
48,1.12339502813149,1.16972243023131,1.20216739413459
56,1.21360033605874,1.29566006846504,1.30746104525787
64,1.17928886723274,1.33673244260325,1.28771799699713
72,1.11888919574472,1.28396297829018,1.29039826282581
80,1.20502902210961,1.26743669982031,1.32124775049608
88,1.23861293411214,1.28385914869076,1.32489647871017
96,1.10175364292947,1.2372811754946,1.2878135340038
104,1.21898442118653,1.24922503720633,1.23849015429064
112,1.2017232836866,1.19957792763279,1.23508228063346
120,1.13837248276191,1.17204784283744,1.1840452764545
128,1.21896962269317,1.1610842318523,1.18192797509736
136,1.10101934343906,1.22529935371176,1.22550610701774
144,1.13662160469302,1.2141176453109,1.20485467313873
152,1.13232725159453,1.17646846262759,1.18525982289424
160,1.1347272934516,1.19374978774646,1.14420407277234
168,1.17983169985125,1.07980221514245,1.1297748262856
176,1.26607067558123,1.16320236254407,1.1401832594877
184,1.24643315556468,1.16392572682204,1.10842721667783
192,1.18186877467993,1.10404665406221,1.10449542158468
200,1.14987633574508,1.14783252170764,1.09471077146378
208,1.2069537157289,1.12405033025549,1.10869258966312
216,1.1010223395993,1.09842113602273,1.11934576531035
224,1.28427692362224,1.15396138061251,1.12376253396923
232,1.25283073276918,1.10807218544054,1.13066523159236
240,1.17694539252673,1.1154362101445,1.14054470113503
248,1.22458132662509,1.09799771927087,1.12707591264598
256,1.24353992418376,1.12641546980076,1.12316908532627
264,1.2303185433076,1.1320077207187,1.10267817467759
272,1.21365308547313,1.11985301982878,1.11949031047812
280,1.20464648790734,1.16850246952754,1.10728596420845
288,1.24779894226761,1.13652658925321,1.11495240239717
296,1.21554943617795,1.16308230488469,1.13146758811348
304,1.27402857042687,1.16929311391892,1.13269200739465
312,1.27026183321839,1.13426377259557,1.1290169908224
320,1.20411399627804,1.15852163317017,1.11444641100158
328,1.25418988611348,1.13240167018648,1.1028419830268
336,1.25448926944173,1.12801745690825,1.10597582647401
344,1.32301366139348,1.1216925356114,1.11157875659697
352,1.29552438077037,1.15623227582601,1.12078896793983
360,1.26609079407271,1.16267055526734,1.12319980283232
368,1.31628504929301,1.15500060977924,1.14571350234627
376,1.29562874342232,1.13631571397687,1.1476272002606
384,1.32339218040846,1.18756431778106,1.14307778293418
392,1.26057941700675,1.17943305536623,1.14803513414406
400,1.34414270119,1.18238278878894,1.14232470863712
40,1.26237359970185,1.17655247324582,1.15751945267974
48,0.964643422542405,1.15891749919113,1.1982279073866
56,1.17644943855229,1.08594267230757,1.1156306803974
